threshold,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
0.1,0.909855250537,0.948415199809,0.741801741232,0.741801741232
0.2,0.907753270726,0.946520654092,0.741020105176,0.741020105176
0.3,0.908262215671,0.946993811408,0.742050170779,0.742050170779
0.4,0.908709387097,0.947492986839,0.742866516561,0.742866516561
0.5,0.909417528773,0.948234717141,0.743660967557,0.743660967557
0.6,0.909511592876,0.948335440272,0.743796877799,0.743796877799
0.7,0.909511592876,0.948335440272,0.743796877799,0.743796877799
0.8,0.909511592876,0.948335440272,0.743796877799,0.743796877799
0.9,0.909511592876,0.948335440272,0.743796877799,0.743796877799
1.0,0.909511592876,0.948335440272,0.743796877799,0.743796877799
