alpha,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
1.0,0.909932732994,0.949031224363,0.744287559842,0.744287559842
2.0,0.908260446452,0.947135884911,0.742217579309,0.742217579309
3.0,0.90716305357,0.94590107271,0.741077263128,0.741077263128
4.0,0.90666864952,0.94536609937,0.740412967221,0.740412967221
5.0,0.90669250456,0.945170127941,0.7403770115,0.7403770115
6.0,0.906651270057,0.945140034865,0.740107704331,0.740107704331
7.0,0.906845145693,0.945292238414,0.739951717723,0.739951717723
8.0,0.907064246763,0.945528060228,0.740181826679,0.740181826679
9.0,0.907076501673,0.945521235346,0.740092715246,0.740092715246
10.0,0.90691165721,0.945402655709,0.739965663943,0.739965663943
11.0,0.907507909034,0.946063999786,0.74029214935,0.74029214935
12.0,0.907895529085,0.946474341688,0.740569690389,0.740569690389
13.0,0.908094626064,0.946713991699,0.740664910719,0.740664910719
14.0,0.908237064387,0.946750827724,0.740774005716,0.740774005716
15.0,0.908386785944,0.946847215395,0.741176033411,0.741176033411
16.0,0.908647393324,0.94710318266,0.741590333394,0.741590333394
17.0,0.909293929232,0.947668638548,0.742316677533,0.742316677533
