alpha_nL,diffusion_distance_similarity_RMSE.ByUser_improvement,diffusion_distance_similarity_RMSE.ByUser_average,diffusion_distance_similarity_RMSE.ByRating_improvement,diffusion_distance_similarity_RMSE.ByRating_average,diffusion_distance_similarity_MAE.ByUser_improvement,diffusion_distance_similarity_MAE.ByUser_average,diffusion_distance_similarity_MAE.ByRating_improvement,diffusion_distance_similarity_MAE.ByRating_average,diffusion_norm_distance_similarity_RMSE.ByUser_improvement,diffusion_norm_distance_similarity_RMSE.ByUser_average,diffusion_norm_distance_similarity_RMSE.ByRating_improvement,diffusion_norm_distance_similarity_RMSE.ByRating_average,diffusion_norm_distance_similarity_MAE.ByUser_improvement,diffusion_norm_distance_similarity_MAE.ByUser_average,diffusion_norm_distance_similarity_MAE.ByRating_improvement,diffusion_norm_distance_similarity_MAE.ByRating_average,regular_distance_similarity_RMSE.ByUser_improvement,regular_distance_similarity_RMSE.ByUser_average,regular_distance_similarity_RMSE.ByRating_improvement,regular_distance_similarity_RMSE.ByRating_average,regular_distance_similarity_MAE.ByUser_improvement,regular_distance_similarity_MAE.ByUser_average,regular_distance_similarity_MAE.ByRating_improvement,regular_distance_similarity_MAE.ByRating_average
0.5,-0.203410226432,0.994843202099,-0.169120657202,1.00360178815,-0.264722989849,0.819653723973,-0.216557799016,0.795772598204,-0.417488106173,0.99696861802,-0.413237421316,1.00604761197,-0.474240150895,0.82136650506,-0.49401587192,0.797975762396,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
1.0,-0.185249341399,0.994662896529,-0.0685155826955,1.00259381851,-0.216747104487,0.81926152608,-0.123838596586,0.795036358582,-0.622527851868,0.999004301204,-0.704675876987,1.00896755529,-0.709787238625,0.823292078102,-0.832014809696,0.80065965315,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
2.0,-0.101246871516,0.993828900102,0.143784766932,1.00046676569,-0.181019893719,0.818969459833,0.0797251824586,0.793419954258,-0.915569257449,1.00191368572,-1.0113345713,1.01203999131,-1.00349307083,0.825693092855,-1.17981373889,0.803421361031,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
3.0,0.0341855514443,0.992484294913,0.277676378126,0.999125295787,-0.0244128167977,0.817689213202,0.2275883647,0.792245842202,-1.06502607239,1.0033975284,-1.16651439889,1.01359474941,-1.16100100357,0.826980703889,-1.35914491211,0.804845345618,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
4.0,-0.00572579389122,0.992880544208,0.32989170134,0.998602146623,-0.0448781762942,0.817856515396,0.310127347375,0.791590438922,-1.16202544042,1.00436056111,-1.23387505132,1.01426964075,-1.25924620673,0.827783848248,-1.40778638216,0.805231584677,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
5.0,0.0278388057245,0.992547306909,0.389420638908,0.998005721818,-0.00235656601828,0.817508905637,0.367169117972,0.791137497023,-1.20669542635,1.00480405531,-1.28052803003,1.01473706037,-1.28027906768,0.827955789707,-1.44852147377,0.8055550429,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
6.0,-0.0460405571343,0.993280798731,0.365200161496,0.998248388563,-0.0687489438773,0.818051656448,0.325670762362,0.791467015967,-1.30224551767,1.00575269926,-1.29329344677,1.01486495802,-1.36283206715,0.828630651926,-1.47715938525,0.8057824431,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
7.0,-0.0327004723154,0.993148355207,0.365967104889,0.998240704501,-0.0123147326977,0.817590312618,0.361976139777,0.791178732023,-1.34592295084,1.00618633917,-1.25489369895,1.01448022812,-1.38008122686,0.82877166202,-1.44628404242,0.805537276509,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
8.0,-0.0581119423645,0.993400646304,0.369290100431,0.998207411164,-0.0139155557637,0.81760339918,0.382114380534,0.791018823715,-1.41999661552,1.00692176007,-1.25315234679,1.01446278139,-1.45519663024,0.829385722661,-1.44044946684,0.805490946886,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
9.0,-0.0252623385409,0.993074507652,0.401044975607,0.997889256734,-0.00491623318783,0.817529830651,0.408652358537,0.790808098101,-1.46849831952,1.00740329648,-1.2136210806,1.01406671472,-1.51890150708,0.82990650343,-1.40094008571,0.805177221454,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
10.0,-0.0151519631806,0.99297412945,0.416676058464,0.997732647765,-0.0109977759641,0.817579546633,0.421334220287,0.790707397395,-1.48040512096,1.00752151002,-1.17663258849,1.0136961243,-1.50817503633,0.829818815643,-1.38923871547,0.805084306371,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
100.0,0.204808104737,0.990790313771,0.654204924367,0.995352828585,0.168819668952,0.816109557648,0.615076187468,0.789168983465,2.59203022982,0.96708940681,3.74307840195,0.964405178,3.07575229249,0.792345684581,4.62456640371,0.757331505538,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
1000.0,0.323199697937,0.989614893979,0.771457113258,0.99417807028,0.294192475862,0.815084647939,0.724715900733,0.788298386016,3.89153681194,0.954187597516,4.71914272144,0.954625917786,4.24280816287,0.782805123736,5.5590404343,0.749911286328,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
10000000000.0,0.403936707359,0.988813317817,0.822430314529,0.993667366027,0.362211835358,0.814528596721,0.778341503523,0.787872570301,4.24964110239,0.95063225326,4.925130597,0.952562110108,4.57901949738,0.780056630905,5.74643164345,0.748423300783,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
