alpha_nL,diffusion_distance_similarity_RMSE.ByUser_improvement,diffusion_distance_similarity_RMSE.ByUser_average,diffusion_distance_similarity_RMSE.ByRating_improvement,diffusion_distance_similarity_RMSE.ByRating_average,diffusion_distance_similarity_MAE.ByUser_improvement,diffusion_distance_similarity_MAE.ByUser_average,diffusion_distance_similarity_MAE.ByRating_improvement,diffusion_distance_similarity_MAE.ByRating_average,diffusion_norm_distance_similarity_RMSE.ByUser_improvement,diffusion_norm_distance_similarity_RMSE.ByUser_average,diffusion_norm_distance_similarity_RMSE.ByRating_improvement,diffusion_norm_distance_similarity_RMSE.ByRating_average,diffusion_norm_distance_similarity_MAE.ByUser_improvement,diffusion_norm_distance_similarity_MAE.ByUser_average,diffusion_norm_distance_similarity_MAE.ByRating_improvement,diffusion_norm_distance_similarity_MAE.ByRating_average,regular_distance_similarity_RMSE.ByUser_improvement,regular_distance_similarity_RMSE.ByUser_average,regular_distance_similarity_RMSE.ByRating_improvement,regular_distance_similarity_RMSE.ByRating_average,regular_distance_similarity_MAE.ByUser_improvement,regular_distance_similarity_MAE.ByUser_average,regular_distance_similarity_MAE.ByRating_improvement,regular_distance_similarity_MAE.ByRating_average
0.5,-0.226408181534,0.995071531248,-0.226651238169,1.00417819127,-0.291641403298,0.819873779214,-0.28514080165,0.796317183604,-0.430598128932,0.997098777433,-0.447416925665,1.00639005893,-0.493411664198,0.821523230196,-0.53725513552,0.798319105072,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
1.0,-0.276300751256,0.995566876503,-0.148795061493,1.00339814451,-0.37379957796,0.820545413781,-0.221680008513,0.795813271263,-0.675351092512,0.999528742855,-0.777056905837,1.00969274614,-0.766788188557,0.823758054963,-0.909731488608,0.801276764781,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
2.0,-0.253027490506,0.995335814055,0.00481045557176,1.00185915954,-0.36935707906,0.820509096813,-0.0903171588847,0.794770180595,-0.991493300456,1.00266747761,-1.08194096898,1.012747402,-1.07643030782,0.826289347212,-1.22904647776,0.803812295078,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
3.0,-0.125023005032,0.99406495519,0.134434701357,1.00056044468,-0.180543474085,0.818965565152,0.0672247584591,0.793519214252,-1.15446197691,1.00428546925,-1.26019773519,1.01453336965,-1.28909526491,0.828027861206,-1.46558013958,0.80569049775,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
4.0,-0.103396162646,0.993850238774,0.164104006742,1.00026318573,-0.140909521267,0.818641561693,0.0878606855238,0.793355354051,-1.16562669547,1.00439631522,-1.30793470062,1.01501164982,-1.26461292958,0.827827720651,-1.48740069845,0.805863764556,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
5.0,-0.16662149271,0.994477954833,0.176945752458,1.00013452333,-0.228712873249,0.819359345,0.10920410266,0.793185876003,-1.2856937546,1.00558836944,-1.37168743569,1.01565039316,-1.34801567583,0.828509529462,-1.53437255369,0.806236745988,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
6.0,-0.112822440997,0.993943825099,0.216241369676,0.999740817655,-0.146695722827,0.818688863291,0.158719692733,0.792792695968,-1.41541734215,1.00687629596,-1.4046933297,1.01598108164,-1.49932452144,0.829746463601,-1.59588351579,0.806725175637,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
7.0,-0.176243806953,0.994573487449,0.173401428374,1.00017003418,-0.162953572059,0.818821769525,0.126150671341,0.793051311264,-1.46381733521,1.00735682256,-1.35674799255,1.01550071378,-1.52607899352,0.829965178638,-1.55346316928,0.806388335597,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
8.0,-0.172752680201,0.994538826715,0.183142226207,1.00007244041,-0.161378100742,0.81880889021,0.121003190068,0.793092184994,-1.51218479482,1.00783702616,-1.35134414401,1.01544657223,-1.57145994898,0.830336163248,-1.54436189869,0.806316066683,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
9.0,-0.167793195345,0.994489587775,0.200391173759,0.999899621934,-0.19495685936,0.819083393083,0.123639017086,0.79307125513,-1.60876113351,1.00879585893,-1.32373003005,1.01516990439,-1.68007201044,0.831224055599,-1.5544739945,0.806396362085,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
10.0,-0.1525107684,0.994337860218,0.211695315446,0.999786364907,-0.174884368052,0.818919302546,0.147726691035,0.792879986229,-1.54336530677,1.00814659367,-1.26610078336,1.01459251273,-1.60676047327,0.830624741377,-1.50828390273,0.806029588269,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
100.0,0.0240369311405,0.992585052821,0.454147194098,0.997357221701,0.0157650058909,0.817360763663,0.37354382286,0.791086878487,2.62475766326,0.966764481095,3.71463459438,0.964690158601,3.13089423137,0.791894904943,4.57345159058,0.757737384252,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
1000.0,0.269121407364,0.990151796063,0.635421337561,0.995541022723,0.215220927091,0.815730232169,0.487489117796,0.790182092437,4.2017231371,0.951107994174,5.00109238695,0.951801043347,4.57334121107,0.780103050308,5.83346539386,0.747732206664,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
10000000000.0,0.308202607445,0.989763788647,0.66129544427,0.995281788145,0.236234854439,0.81555844549,0.51642648867,0.789952314372,4.42119986868,0.948928977174,5.20101616907,0.949797992268,4.73131655133,0.778811618266,6.00512988855,0.746369099569,0.0,0.992823697169,0.0,1.00190735584,0.0,0.817489640954,0.0,0.794053014473
