alpha_nL,diffusion_cosine_similarityitemitemCF_RMSE.ByUser_improvement,diffusion_cosine_similarityitemitemCF_RMSE.ByUser_average,diffusion_cosine_similarityitemitemCF_RMSE.ByRating_improvement,diffusion_cosine_similarityitemitemCF_RMSE.ByRating_average,diffusion_cosine_similarityitemitemCF_MAE.ByUser_improvement,diffusion_cosine_similarityitemitemCF_MAE.ByUser_average,diffusion_cosine_similarityitemitemCF_MAE.ByRating_improvement,diffusion_cosine_similarityitemitemCF_MAE.ByRating_average,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByUser_improvement,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByUser_average,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByRating_improvement,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByRating_average,diffusion_norm_cosine_similarityitemitemCF_MAE.ByUser_improvement,diffusion_norm_cosine_similarityitemitemCF_MAE.ByUser_average,diffusion_norm_cosine_similarityitemitemCF_MAE.ByRating_improvement,diffusion_norm_cosine_similarityitemitemCF_MAE.ByRating_average,regular_cosine_similarity_itemitemCF_RMSE.ByUser_improvement,regular_cosine_similarity_itemitemCF_RMSE.ByUser_average,regular_cosine_similarity_itemitemCF_RMSE.ByRating_improvement,regular_cosine_similarity_itemitemCF_RMSE.ByRating_average,regular_cosine_similarity_itemitemCF_MAE.ByUser_improvement,regular_cosine_similarity_itemitemCF_MAE.ByUser_average,regular_cosine_similarity_itemitemCF_MAE.ByRating_improvement,regular_cosine_similarity_itemitemCF_MAE.ByRating_average
0.5,0.0447598992743,0.887687064589,0.0376456694539,0.925236530693,0.119501160037,0.729701405363,0.119501160037,0.729701405363,0.114103651095,0.887071233429,0.11671697867,0.924504658537,0.115612409697,0.729729815579,0.115612409697,0.729729815579,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
1.0,0.0269754013545,0.887845005971,0.0177620127308,0.925420570832,0.114329657843,0.729739187037,0.114329657843,0.729739187037,0.173393433872,0.886544690016,0.174615524526,0.923968758297,0.159100993601,0.729412099097,0.1591009936,0.729412099097,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
2.0,0.050170160489,0.887639016894,0.0240687063162,0.925362197024,0.12726114753,0.729644712877,0.12726114753,0.729644712877,0.336729070824,0.885094131426,0.335601228238,0.922478698814,0.318339274281,0.728248744903,0.318339274281,0.728248744903,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
3.0,0.05346228566,0.887609780038,0.0244030772105,0.925359102137,0.107744513479,0.729787296419,0.107744513479,0.729787296419,0.487092071589,0.883758780817,0.478680859148,0.92115437525,0.480951647131,0.727060740454,0.480951647131,0.727060740454,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
4.0,0.0970739175801,0.887222471864,0.0648572869256,0.924984664051,0.119953083773,0.729698103724,0.119953083773,0.729698103724,0.554359683124,0.883161387538,0.552490235007,0.920471206758,0.522634774211,0.726756214177,0.522634774211,0.726756214177,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
5.0,0.0996601947876,0.887199503535,0.0640227600206,0.924992388307,0.104183684667,0.729813310924,0.104183684667,0.729813310924,0.564955660816,0.883067286295,0.562544050882,0.92037815015,0.55244063664,0.726538460162,0.55244063664,0.726538460162,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
6.0,0.0850327742841,0.8873294074,0.0565809191728,0.925061268867,0.0884306486639,0.729928398581,0.0884306486639,0.729928398581,0.546656258283,0.883229800465,0.545220530087,0.920538494055,0.513800490075,0.7268207552,0.513800490075,0.7268207552,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
7.0,0.0460164732928,0.887675905149,0.0202387287612,0.925397646721,0.0600998675804,0.730135376029,0.0600998675804,0.730135376029,0.474335750109,0.88387206774,0.474226365949,0.92119560537,0.441329678472,0.727350208433,0.441329678472,0.727350208433,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
8.0,0.02148364783,0.887893777387,0.00259289518152,0.925560973905,0.0159300463594,0.730458069457,0.0159300463593,0.730458069457,0.400871591062,0.884524491601,0.401414121364,0.921869544565,0.350225113053,0.728015795111,0.350225113053,0.728015795111,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
9.0,-0.00909726983038,0.888165361798,-0.0201610428135,0.925771580936,-0.00627309019694,0.7306202799,-0.00627309019696,0.7306202799,0.319045148405,0.885251179613,0.32290825235,0.922596183091,0.220846682615,0.728961000868,0.220846682615,0.728961000868,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
