alpha_nL,diffusion_cosine_similarity_RMSE.ByUser_improvement,diffusion_cosine_similarity_RMSE.ByUser_average,diffusion_cosine_similarity_RMSE.ByRating_improvement,diffusion_cosine_similarity_RMSE.ByRating_average,diffusion_cosine_similarity_MAE.ByUser_improvement,diffusion_cosine_similarity_MAE.ByUser_average,diffusion_cosine_similarity_MAE.ByRating_improvement,diffusion_cosine_similarity_MAE.ByRating_average,diffusion_norm_cosine_similarity_RMSE.ByUser_improvement,diffusion_norm_cosine_similarity_RMSE.ByUser_average,diffusion_norm_cosine_similarity_RMSE.ByRating_improvement,diffusion_norm_cosine_similarity_RMSE.ByRating_average,diffusion_norm_cosine_similarity_MAE.ByUser_improvement,diffusion_norm_cosine_similarity_MAE.ByUser_average,diffusion_norm_cosine_similarity_MAE.ByRating_improvement,diffusion_norm_cosine_similarity_MAE.ByRating_average,regular_cosine_similarity_RMSE.ByUser_improvement,regular_cosine_similarity_RMSE.ByUser_average,regular_cosine_similarity_RMSE.ByRating_improvement,regular_cosine_similarity_RMSE.ByRating_average,regular_cosine_similarity_MAE.ByUser_improvement,regular_cosine_similarity_MAE.ByUser_average,regular_cosine_similarity_MAE.ByRating_improvement,regular_cosine_similarity_MAE.ByRating_average
0.5,0.155831487544,0.919185518907,0.189185153973,0.917552918493,0.124236500735,0.750070375229,0.126884575668,0.716815141114,0.525529525704,0.915782004329,0.494534492155,0.914745866203,0.594754431428,0.746536769593,0.567207785231,0.713654827728,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
1.0,-0.0561987757464,0.921137512203,-0.102469913841,0.92023408044,-0.176629273182,0.752329887408,-0.260856843353,0.719598061411,0.824242981811,0.913031988106,0.811115094295,0.911835565792,0.882708363106,0.744374225789,0.873028672468,0.711459872244,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
2.0,-0.334320877813,0.923697960274,-0.46709780632,0.923586075787,-0.473183655595,0.754557020889,-0.624669783425,0.722209240835,1.03479116455,0.911093639142,0.992286215086,0.910170074023,1.05088977589,0.743111177668,1.0524052673,0.7101724401,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
3.0,-0.551878222196,0.925700836992,-0.735932765513,0.926057454282,-0.687806714686,0.756168847351,-0.882476743841,0.724059587967,1.04565210119,0.910993651172,0.993124226451,0.91016237025,1.08720345512,0.742838460704,1.04800254127,0.710204039601,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
4.0,-0.730887974762,0.927348836817,-0.925178202839,0.927797172604,-0.87141638996,0.757547762247,-1.06857929068,0.725395294006,1.00195146421,0.911395968036,0.916769502047,0.910864293187,1.0749081068,0.742930799187,0.960461827164,0.710832341913,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
5.0,-0.870836518061,0.928637231285,-1.07197972351,0.929146707361,-1.04164114673,0.75882615595,-1.24421141684,0.726655851131,0.872020041635,0.912592142873,0.753535699153,0.912364888613,0.958167178565,0.743807527522,0.812288088042,0.711895823104,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
6.0,-0.981417546278,0.929655262497,-1.1913439275,0.930244013037,-1.13398415689,0.759519655092,-1.36999056637,0.727558600569,0.687077983396,0.9142947567,0.550198652645,0.914234149982,0.741316455182,0.745436083818,0.60313568329,0.713396963926,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
7.0,-1.09157587899,0.930669402288,-1.3047726407,0.931286754217,-1.24897589643,0.760383246961,-1.46001350828,0.728204718471,0.559689627234,0.915467519556,0.355878092731,0.916020523505,0.569908405823,0.746723364089,0.398487804052,0.714865774604,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
8.0,-1.1802664165,0.931485905234,-1.41011949951,0.93225519955,-1.33888306034,0.761058452814,-1.56194627868,0.728936316288,0.389605929611,0.917033344323,0.166545801631,0.917761040267,0.408813280798,0.747933193948,0.198934093099,0.716298023121,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
9.0,-1.26547361853,0.932270339892,-1.50212369183,0.933100986805,-1.42667220517,0.761717752273,-1.67763697383,0.729766658284,0.171481962701,0.919041437481,-0.0259837987569,0.91953094964,0.1300536245,0.750026688432,-0.0695746911193,0.718225180007,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
10.0,-1.34342851391,0.932988008355,-1.58093135608,0.933825459423,-1.49851534396,0.762257296685,-1.76071697051,0.730362944875,-0.00708778185896,0.920685386505,-0.214046683817,0.921259796852,-0.0877348344561,0.751662287154,-0.278065247999,0.719721570575,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
100.0,-3.37873712715,0.951725469257,-3.64982351103,0.952844621202,-3.54290029787,0.777610697107,-4.01568836737,0.746547456925,-3.55228065829,0.953323145948,-3.32981057652,0.949902767632,-3.96431686907,0.780775549866,-3.81559477874,0.745111333566,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
1000.0,-4.64615849121,0.96339360553,-5.52062520301,0.970042753038,-4.6933516237,0.786250625628,-5.76197304386,0.759080993017,-3.82781433525,0.955859764457,-3.69544519001,0.953264017685,-4.28173482872,0.783159369521,-4.25240802654,0.74824645505,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
10000000000.0,-5.46019279518,0.970887769238,-7.69638800706,0.990044368233,-5.37632609447,0.791379787095,-7.61706488409,0.772395466222,-3.98155102972,0.957275095421,-3.80227367639,0.954246083502,-4.58578629058,0.785442806324,-4.50095607142,0.750030348555,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
