alpha,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
1.0,0.907112818893,0.946365754638,0.741727942336,0.741727942336
2.0,0.907109241621,0.946586013518,0.740490137649,0.740490137649
3.0,0.908111729451,0.947489588668,0.741011447984,0.741011447984
4.0,0.90970868204,0.949106937297,0.74204821171,0.74204821171
5.0,0.910675744644,0.950182778648,0.742902376801,0.742902376801
6.0,0.912403737139,0.951922460505,0.74435919198,0.74435919198
7.0,0.913592603648,0.953151715195,0.745393829063,0.745393829063
8.0,0.914741545379,0.954219478022,0.746221626902,0.746221626902
9.0,0.916083460632,0.955504452409,0.747442017763,0.747442017763
10.0,0.917179214599,0.956610369511,0.748230417906,0.748230417906
11.0,0.918076660085,0.957469931024,0.74913015432,0.74913015432
12.0,0.918979714523,0.958254324484,0.749960780834,0.749960780834
