alpha_nL,diffusion_norm_pearson_similarity_RMSE.ByUser_improvement,diffusion_norm_pearson_similarity_RMSE.ByUser_average,diffusion_norm_pearson_similarity_RMSE.ByRating_improvement,diffusion_norm_pearson_similarity_RMSE.ByRating_average,diffusion_norm_pearson_similarity_MAE.ByUser_improvement,diffusion_norm_pearson_similarity_MAE.ByUser_average,diffusion_norm_pearson_similarity_MAE.ByRating_improvement,diffusion_norm_pearson_similarity_MAE.ByRating_average,regular_pearson_similarity_RMSE.ByUser_improvement,regular_pearson_similarity_RMSE.ByUser_average,regular_pearson_similarity_RMSE.ByRating_improvement,regular_pearson_similarity_RMSE.ByRating_average,regular_pearson_similarity_MAE.ByUser_improvement,regular_pearson_similarity_MAE.ByUser_average,regular_pearson_similarity_MAE.ByRating_improvement,regular_pearson_similarity_MAE.ByRating_average
0.5,0.464415524278,0.901461366687,0.494783427105,0.914229236409,0.558235081632,0.737558191896,0.553586510937,0.714062469822,0.0,0.905667426815,0.0,0.918775183751,0.0,0.741698613758,0.0,0.718037428168
1.0,0.684082227676,0.899471916907,0.721105058597,0.912149849423,0.825450384369,0.7355762597,0.822018391683,0.712135028449,0.0,0.905667426815,0.0,0.918775183751,0.0,0.741698613758,0.0,0.718037428168
2.0,0.820158846445,0.898239515295,0.86766539409,0.910803289432,1.04411845482,0.733954401653,1.04431856695,0.710538829988,0.0,0.905667426815,0.0,0.918775183751,0.0,0.741698613758,0.0,0.718037428168
3.0,0.77620761497,0.898637567282,0.881251715072,0.910678461686,1.04423366163,0.733953547165,1.07501593532,0.710318411394,0.0,0.905667426815,0.0,0.918775183751,0.0,0.741698613758,0.0,0.718037428168
4.0,0.723794480971,0.899112255964,0.832880510072,0.911122884314,1.02264199268,0.734113692275,1.03862656747,0.710579700675,0.0,0.905667426815,0.0,0.918775183751,0.0,0.741698613758,0.0,0.718037428168
5.0,0.666033546138,0.899635377936,0.791505438445,0.911503028204,0.95822321511,0.734591485455,0.979264598852,0.711005941827,0.0,0.905667426815,0.0,0.918775183751,0.0,0.741698613758,0.0,0.718037428168
6.0,0.578431251568,0.900428763383,0.712565605586,0.912228307799,0.874312163993,0.735213852558,0.892795816356,0.711626820049,0.0,0.905667426815,0.0,0.918775183751,0.0,0.741698613758,0.0,0.718037428168
