Algorithm,DataSet,Partition,BuildTime,TestTime,RMSE.ByUser,RMSE.ByRating
diffusion_norm,ml-100k/u.data,0,685,5799,1.1929882970772816,1.126389651022616
diffusion_norm,ml-100k/u.data,1,120,4978,1.2105300011402746,1.1369797429976418
diffusion_norm,ml-100k/u.data,4,94,4895,1.2302982917206466,1.125372938028598
diffusion_norm,ml-100k/u.data,3,98,5143,1.2030306978987622,1.1434397164844583
diffusion_norm,ml-100k/u.data,2,93,5112,1.1967739167453093,1.1408564660310259
