Algorithm,DataSet,Partition,BuildTime,TestTime,RMSE.ByUser,RMSE.ByRating
diffusion_norm,ml-100k/u.data,1,690,1044067,0.7102553518951675,0.7739569369597866
diffusion_norm,ml-100k/u.data,4,115,1086521,0.7264403955409152,0.7680298094352298
diffusion_norm,ml-100k/u.data,0,111,1088186,0.713668281911537,0.8053768756380656
diffusion_norm,ml-100k/u.data,3,103,943156,0.7238571940886913,0.8081857550023399
diffusion_norm,ml-100k/u.data,2,102,19236080,0.7154514753013246,0.7982936665472372
