alpha_nL,diffusion_cosine_similarityitemitemCF_RMSE.ByUser_improvement,diffusion_cosine_similarityitemitemCF_RMSE.ByUser_average,diffusion_cosine_similarityitemitemCF_RMSE.ByRating_improvement,diffusion_cosine_similarityitemitemCF_RMSE.ByRating_average,diffusion_cosine_similarityitemitemCF_MAE.ByUser_improvement,diffusion_cosine_similarityitemitemCF_MAE.ByUser_average,diffusion_cosine_similarityitemitemCF_MAE.ByRating_improvement,diffusion_cosine_similarityitemitemCF_MAE.ByRating_average,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByUser_improvement,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByUser_average,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByRating_improvement,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByRating_average,diffusion_norm_cosine_similarityitemitemCF_MAE.ByUser_improvement,diffusion_norm_cosine_similarityitemitemCF_MAE.ByUser_average,diffusion_norm_cosine_similarityitemitemCF_MAE.ByRating_improvement,diffusion_norm_cosine_similarityitemitemCF_MAE.ByRating_average,regular_cosine_similarity_itemitemCF_RMSE.ByUser_improvement,regular_cosine_similarity_itemitemCF_RMSE.ByUser_average,regular_cosine_similarity_itemitemCF_RMSE.ByRating_improvement,regular_cosine_similarity_itemitemCF_RMSE.ByRating_average,regular_cosine_similarity_itemitemCF_MAE.ByUser_improvement,regular_cosine_similarity_itemitemCF_MAE.ByUser_average,regular_cosine_similarity_itemitemCF_MAE.ByRating_improvement,regular_cosine_similarity_itemitemCF_MAE.ByRating_average
0.5,0.0872775726648,0.887309471692,0.0895252352914,0.924756341228,0.0469500376399,0.730231445327,0.0469500376399,0.730231445327,0.0978602135378,0.887215488891,0.0971460845952,0.924685803792,0.0921474543642,0.729901244548,0.0921474543642,0.729901244548,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
1.0,0.0736675871775,0.887430339873,0.0626798254074,0.925004818308,0.0314321611118,0.730344814968,0.0314321611119,0.730344814968,0.165437187453,0.886615348213,0.165078421374,0.92405703229,0.16369513163,0.729378535498,0.16369513163,0.729378535498,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
2.0,0.0836346414196,0.887341824002,0.0782365944154,0.924860827191,0.0365477816177,0.730307441551,0.0365477816176,0.730307441551,0.285654059655,0.88554772072,0.289158477457,0.922908565936,0.25901676716,0.728682139983,0.25901676716,0.728682139983,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
3.0,0.157525201621,0.886685613338,0.13654338788,0.924321148273,0.131273867283,0.729615396972,0.131273867283,0.729615396972,0.440184252138,0.884175361924,0.438848237452,0.921523060011,0.426314738068,0.727459903752,0.426314738068,0.727459903752,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
4.0,0.213516563083,0.886188362696,0.195383561028,0.923776532472,0.178143933048,0.729272976246,0.178143933048,0.729272976246,0.512919928132,0.883529407608,0.509099817763,0.92087282194,0.498501217136,0.726932527779,0.498501217136,0.726932527779,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
5.0,0.285902361252,0.885545515592,0.272801056893,0.923059967763,0.233776583059,0.728866538319,0.233776583059,0.728866538319,0.591708821417,0.882829695604,0.587133429192,0.920150554559,0.58647447744,0.726289817616,0.58647447744,0.726289817616,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
6.0,0.331944025286,0.885136626677,0.32639193536,0.922563938645,0.270402834271,0.728598956286,0.270402834271,0.728598956286,0.614268136093,0.882629349811,0.610660744303,0.919932789266,0.59286686901,0.726243116437,0.59286686901,0.726243116437,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
7.0,0.3073445474,0.885355090845,0.304309681087,0.922768328672,0.248145109987,0.728761565533,0.248145109987,0.728761565533,0.638992011019,0.882409780892,0.638947307527,0.919670973087,0.621193995285,0.72603616569,0.621193995285,0.72603616569,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
8.0,0.263988235108,0.885740131565,0.25331391907,0.923240337783,0.179980965482,0.729259555357,0.179980965482,0.729259555357,0.57034317939,0.883019440574,0.57150985189,0.920295164043,0.563833689797,0.726455225426,0.563833689797,0.726455225426,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
9.0,0.230722854957,0.886035556273,0.230123800521,0.923454982035,0.144102909574,0.729521671266,0.144102909574,0.729521671266,0.531827411467,0.883361493166,0.537859416463,0.920606627416,0.507267883376,0.726868480755,0.507267883376,0.726868480755,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
