alpha,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
1.0,0.904127574202,0.94353103586,0.737897540619,0.737897540619
2.0,0.90346225318,0.942828030173,0.737251481989,0.737251481989
3.0,0.902528423581,0.941860155667,0.736429921574,0.736429921574
4.0,0.901895761143,0.94121178964,0.735891627768,0.735891627768
5.0,0.90128750194,0.940614364368,0.735399381426,0.735399381426
6.0,0.901090018373,0.940288807614,0.735211450278,0.735211450278
7.0,0.900714009077,0.939861097793,0.735089416324,0.735089416324
8.0,0.900850329996,0.940039632176,0.735100256715,0.735100256715
9.0,0.900934325557,0.940149613232,0.73515098757,0.73515098757
10.0,0.901746149191,0.940898113994,0.735609480376,0.735609480376
