threshold,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
0.1,0.92126116963,0.96093713463,0.753334287551,0.753334287551
0.2,0.906591630815,0.945562806338,0.739574314428,0.739574314428
0.3,0.902073368453,0.941011977406,0.736171520011,0.736171520011
0.4,0.900637573171,0.939640107951,0.734961291606,0.734961291606
0.5,0.901077010073,0.940200299673,0.735293200936,0.735293200936
0.6,0.901114833414,0.940252639635,0.735349260103,0.735349260103
0.7,0.900934325557,0.940149613232,0.73515098757,0.73515098757
0.8,0.901058525702,0.940274908225,0.73528962922,0.73528962922
