alpha_nL,diffusion_cosine_similarityitemitemCF_RMSE.ByUser_improvement,diffusion_cosine_similarityitemitemCF_RMSE.ByUser_average,diffusion_cosine_similarityitemitemCF_RMSE.ByRating_improvement,diffusion_cosine_similarityitemitemCF_RMSE.ByRating_average,diffusion_cosine_similarityitemitemCF_MAE.ByUser_improvement,diffusion_cosine_similarityitemitemCF_MAE.ByUser_average,diffusion_cosine_similarityitemitemCF_MAE.ByRating_improvement,diffusion_cosine_similarityitemitemCF_MAE.ByRating_average,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByUser_improvement,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByUser_average,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByRating_improvement,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByRating_average,diffusion_norm_cosine_similarityitemitemCF_MAE.ByUser_improvement,diffusion_norm_cosine_similarityitemitemCF_MAE.ByUser_average,diffusion_norm_cosine_similarityitemitemCF_MAE.ByRating_improvement,diffusion_norm_cosine_similarityitemitemCF_MAE.ByRating_average,regular_cosine_similarity_itemitemCF_RMSE.ByUser_improvement,regular_cosine_similarity_itemitemCF_RMSE.ByUser_average,regular_cosine_similarity_itemitemCF_RMSE.ByRating_improvement,regular_cosine_similarity_itemitemCF_RMSE.ByRating_average,regular_cosine_similarity_itemitemCF_MAE.ByUser_improvement,regular_cosine_similarity_itemitemCF_MAE.ByUser_average,regular_cosine_similarity_itemitemCF_MAE.ByRating_improvement,regular_cosine_similarity_itemitemCF_MAE.ByRating_average
0.5,0.0965098780652,0.887227481012,0.0968327469161,0.924688703998,0.0767574489582,0.730013679995,0.0767574489582,0.730013679995,0.132320658667,0.886909450995,0.130463588814,0.924377421979,0.126882745668,0.729647477384,0.126882745668,0.729647477384,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
1.0,0.0386780041792,0.887741076961,0.0219491492658,0.925381815326,0.0130690926803,0.730478970854,0.0130690926802,0.730478970854,0.213755644704,0.886186239449,0.220310751857,0.923545810139,0.217556404772,0.728985038798,0.217556404772,0.728985038798,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
2.0,0.0206927003324,0.887900801669,-0.00393457996062,0.925621391234,-0.0179276080725,0.73070542483,-0.0179276080725,0.73070542483,0.357860038536,0.884906470562,0.357605808387,0.922275027727,0.335567265217,0.728122881603,0.335567265217,0.728122881603,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
3.0,0.0616298420836,0.88753724523,0.035389618971,0.925257412358,0.0115841789884,0.730489819254,0.0115841789883,0.730489819254,0.515994150147,0.883502105917,0.509943111809,0.920865016537,0.497708978026,0.726938315676,0.497708978026,0.726938315676,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
4.0,0.0990840872821,0.887204619857,0.0700370514719,0.924936720929,0.0500999169142,0.730208433113,0.0500999169142,0.730208433113,0.567586876459,0.883043918875,0.558967880711,0.920411250643,0.559816549125,0.726484573629,0.559816549125,0.726484573629,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
5.0,0.133798058423,0.886896330436,0.0974195427844,0.924683272704,0.0841759252123,0.729959482503,0.0841759252122,0.729959482503,0.652216394231,0.882292337186,0.648255750684,0.919584815536,0.64535167417,0.72585967586,0.64535167417,0.72585967586,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
6.0,0.161935696595,0.886646444413,0.12182365121,0.924457391943,0.121781698542,0.729684744331,0.121781698542,0.729684744331,0.684965570164,0.882001496807,0.683553162183,0.919258107999,0.676273888932,0.725633766059,0.676273888932,0.725633766059,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
7.0,0.160325305587,0.886660746047,0.117853998492,0.924494134452,0.102558753735,0.729825182255,0.102558753735,0.729825182255,0.682981195589,0.882019119732,0.675981549656,0.919328189707,0.674747398477,0.725644918209,0.674747398476,0.725644918209,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
8.0,0.147256871246,0.886776804796,0.0945240285885,0.924710073148,0.075772062098,0.73002087898,0.075772062098,0.73002087898,0.646602683407,0.882342191685,0.645249569806,0.919612640294,0.659863130441,0.725753658868,0.659863130441,0.725753658868,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
9.0,0.0971275974795,0.887221995141,0.0536037375073,0.925088825213,-0.0159816302129,0.730691208013,-0.0159816302129,0.730691208013,0.599878792679,0.88275713935,0.596864468329,0.920060485523,0.602629141729,0.726171795766,0.602629141729,0.726171795766,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
