alpha_nL,diffusion_cosine_similarity_RMSE.ByUser_improvement,diffusion_cosine_similarity_RMSE.ByUser_average,diffusion_cosine_similarity_RMSE.ByRating_improvement,diffusion_cosine_similarity_RMSE.ByRating_average,diffusion_cosine_similarity_MAE.ByUser_improvement,diffusion_cosine_similarity_MAE.ByUser_average,diffusion_cosine_similarity_MAE.ByRating_improvement,diffusion_cosine_similarity_MAE.ByRating_average,diffusion_norm_cosine_similarity_RMSE.ByUser_improvement,diffusion_norm_cosine_similarity_RMSE.ByUser_average,diffusion_norm_cosine_similarity_RMSE.ByRating_improvement,diffusion_norm_cosine_similarity_RMSE.ByRating_average,diffusion_norm_cosine_similarity_MAE.ByUser_improvement,diffusion_norm_cosine_similarity_MAE.ByUser_average,diffusion_norm_cosine_similarity_MAE.ByRating_improvement,diffusion_norm_cosine_similarity_MAE.ByRating_average,regular_cosine_similarity_RMSE.ByUser_improvement,regular_cosine_similarity_RMSE.ByUser_average,regular_cosine_similarity_RMSE.ByRating_improvement,regular_cosine_similarity_RMSE.ByRating_average,regular_cosine_similarity_MAE.ByUser_improvement,regular_cosine_similarity_MAE.ByUser_average,regular_cosine_similarity_MAE.ByRating_improvement,regular_cosine_similarity_MAE.ByRating_average
0.5,0.291893886742,0.917932901064,0.235818043492,0.917124226032,0.289862715617,0.748826516732,0.256925502157,0.715881803803,0.023472287892,0.920404044349,0.0539107306061,0.918796485557,0.0841880607831,0.750371140373,0.107162952466,0.716956688297,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
1.0,0.289982844955,0.917950494499,0.236922257425,0.91711407508,0.269160951907,0.74898198768,0.245752533276,0.715961995086,0.185604098792,0.918911426253,0.140754709058,0.917998135739,0.233061521744,0.749253095626,0.188138843568,0.716375503415,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
2.0,0.0460916694068,0.920195805769,-0.024964331428,0.919521577757,0.00236179004462,0.750985658445,-0.0617081309387,0.718168719673,0.218197558954,0.918611364296,0.114199381472,0.918242256763,0.211204270372,0.749417244326,0.145490572946,0.716681601067,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
3.0,-0.252477206626,0.922944490958,-0.363805382693,0.922636516714,-0.303871960452,0.75328548431,-0.423089188217,0.720762444846,0.180093809323,0.918962155087,0.0409976991232,0.918915194033,0.166188176083,0.749755316723,0.0499272016443,0.717367484062,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
4.0,-0.585841420586,0.926013509034,-0.772709538438,0.926395540244,-0.665404476404,0.756000605781,-0.839039494918,0.723747827614,0.0439203453895,0.920215795415,-0.118432665406,0.920380824751,0.0218515051659,0.750839290023,-0.127138015589,0.718638326852,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
5.0,-0.845218680429,0.928401388314,-1.12360561988,0.929621300138,-0.961132624609,0.758221534215,-1.20656830536,0.726385676799,-0.162735699845,0.922118312577,-0.358147833253,0.92258450731,-0.223883891771,0.752684771198,-0.395951177194,0.720567668332,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
6.0,-1.12899732841,0.931013911686,-1.44937833308,0.932616102898,-1.26362904272,0.760493292587,-1.54137545723,0.72878867419,-0.378927112955,0.924108614256,-0.609932124019,0.92489914036,-0.462595142827,0.754477500799,-0.6626850689,0.722482086356,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
7.0,-1.35572796555,0.933101239584,-1.74394830945,0.935324061369,-1.52909005643,0.762486913814,-1.85094691968,0.731010548521,-0.530670729007,0.925505596539,-0.834620652343,0.926964684212,-0.645361911355,0.755850085436,-0.909288785863,0.724252024917,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
8.0,-1.55303777034,0.934917713375,-1.9996310484,0.937674532545,-1.75622875478,0.764192733151,-2.12826884562,0.733000959601,-0.687385006354,0.926948339731,-1.04058535198,0.928858101389,-0.814892230123,0.757123263887,-1.14089689382,0.725914336119,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
9.0,-1.72849529956,0.936533010717,-2.22423838797,0.939739330034,-1.94761164855,0.765630025182,-2.37150658241,0.734746739653,-0.817781781551,0.928148798699,-1.17492111314,0.930093039405,-0.954859288479,0.758174421248,-1.29589598544,0.727026804627,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
10.0,-1.86888624267,0.937825478007,-2.43496415968,0.94167651537,-2.10694243892,0.766826604827,-2.59481113928,0.736349454125,-0.933518048033,0.929214290071,-1.32779234629,0.931498372548,-1.08307892135,0.759137355045,-1.45694393147,0.728182687326,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
100.0,-4.4825796638,0.961887665908,-5.93883285847,0.973887302904,-4.84583339808,0.787395768932,-6.240824877,0.762517836284,-3.80380108778,0.955638693665,-4.66903913752,0.962214189761,-4.40373473008,0.784075592923,-5.2868356578,0.755670809295,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
1000.0,-5.69649425689,0.973063208073,-7.51686664574,0.988394042571,-5.96719361542,0.79581722224,-7.73133607105,0.773215620041,-4.07694236624,0.958153287272,-4.87956484705,0.964149535941,-4.71024291315,0.786377479786,-5.59042901128,0.757849777195,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
10000000000.0,-6.23045261457,0.977978936226,-8.09055237217,0.993667890034,-6.4316320305,0.799305170508,-8.24516306129,0.776903489043,-3.96332313797,0.957107285779,-4.8113862842,0.963522775811,-4.65409006587,0.785955769996,-5.53843939209,0.757476634272,0.0,0.920620134958,0.0,0.919292082635,0.0,0.751003395568,0.0,0.717725824481
