alpha_nL,diffusion_cosine_similarity_useruserCF_RMSE.ByUser_improvement,diffusion_cosine_similarity_useruserCF_RMSE.ByUser_average,diffusion_cosine_similarity_useruserCF_RMSE.ByRating_improvement,diffusion_cosine_similarity_useruserCF_RMSE.ByRating_average,diffusion_cosine_similarity_useruserCF_MAE.ByUser_improvement,diffusion_cosine_similarity_useruserCF_MAE.ByUser_average,diffusion_cosine_similarity_useruserCF_MAE.ByRating_improvement,diffusion_cosine_similarity_useruserCF_MAE.ByRating_average,diffusion_norm_cosine_similarity_useruserCF_RMSE.ByUser_improvement,diffusion_norm_cosine_similarity_useruserCF_RMSE.ByUser_average,diffusion_norm_cosine_similarity_useruserCF_RMSE.ByRating_improvement,diffusion_norm_cosine_similarity_useruserCF_RMSE.ByRating_average,diffusion_norm_cosine_similarity_useruserCF_MAE.ByUser_improvement,diffusion_norm_cosine_similarity_useruserCF_MAE.ByUser_average,diffusion_norm_cosine_similarity_useruserCF_MAE.ByRating_improvement,diffusion_norm_cosine_similarity_useruserCF_MAE.ByRating_average,regular_cosine_similarity_useruserCF_RMSE.ByUser_improvement,regular_cosine_similarity_useruserCF_RMSE.ByUser_average,regular_cosine_similarity_useruserCF_RMSE.ByRating_improvement,regular_cosine_similarity_useruserCF_RMSE.ByRating_average,regular_cosine_similarity_useruserCF_MAE.ByUser_improvement,regular_cosine_similarity_useruserCF_MAE.ByUser_average,regular_cosine_similarity_useruserCF_MAE.ByRating_improvement,regular_cosine_similarity_useruserCF_MAE.ByRating_average
0.5,0.156160679043,0.899980842811,0.136332578348,0.937052729055,0.0900037076825,0.740932250094,0.0900037076825,0.740932250094,0.0925014509146,0.900554659745,0.0775229241931,0.937604558848,0.100744916583,0.740852593319,0.100744916583,0.740852593319,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
1.0,0.196145648642,0.899620422911,0.169457367898,0.936741908561,0.105881395807,0.740814501204,0.105881395807,0.740814501204,0.156540366201,0.899977420355,0.144906051754,0.936972281412,0.164399120632,0.740380533922,0.164399120632,0.740380533922,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
2.0,0.121591795585,0.900292442736,0.0843837073347,0.937540181926,-0.00956200398228,0.74167062913,-0.00956200398223,0.74167062913,0.22127716611,0.899393890313,0.210798459496,0.936353991877,0.226988443114,0.739916371683,0.226988443114,0.739916371683,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
3.0,0.0760578596984,0.900702880379,0.0226855911693,0.938119115082,-0.0582345894733,0.742031584887,-0.0582345894733,0.742031584887,0.270117286054,0.898953651109,0.25589742229,0.935930813886,0.285522089626,0.739482286326,0.285522089626,0.739482286326,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
4.0,0.0651208830369,0.900801465024,0.00847565902427,0.938252451419,-0.0930387167999,0.742289692197,-0.0930387167999,0.742289692197,0.322727902841,0.898479425082,0.301148912252,0.935506204684,0.353308166095,0.738979584975,0.353308166095,0.738979584975,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
5.0,0.0498783351167,0.900938859591,-0.010621549644,0.938431646636,-0.116201323883,0.742461466025,-0.116201323883,0.742461466025,0.336966724373,0.898351077989,0.318925648902,0.935339399879,0.371423275726,0.738845243373,0.371423275726,0.738845243373,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
6.0,0.000752472923538,0.901381674443,-0.0696365828437,0.938985403566,-0.161774829958,0.742799439017,-0.161774829958,0.742799439017,0.362578272233,0.898120218453,0.347375944813,0.935072441653,0.386498705337,0.738733444029,0.386498705337,0.738733444029,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
7.0,-0.0254132715379,0.901617529443,-0.0886546891794,0.93916385654,-0.204240828715,0.743114366744,-0.204240828715,0.743114366744,0.364774487287,0.898100422024,0.357131473192,0.934980902411,0.381834088715,0.738768036813,0.381834088715,0.738768036813,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
8.0,0.00750673489018,0.901320792305,-0.0612819478209,0.938907009354,-0.216609104136,0.74320608984,-0.216609104136,0.74320608984,0.378540127942,0.897976340128,0.366694580311,0.934891168718,0.406126143466,0.738587887004,0.406126143466,0.738587887004,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
9.0,-0.0142660311799,0.901517049505,-0.0833510147952,0.939114090467,-0.237480092815,0.743360869033,-0.237480092815,0.743360869033,0.355642656186,0.898182735295,0.352525325726,0.935024123365,0.406721375727,0.738583472763,0.406721375727,0.738583472763,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
