alpha,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
1.0,0.9102533073,0.949187690279,0.744633904238,0.744633904238
2.0,0.909183883351,0.947964633966,0.743420632301,0.743420632301
3.0,0.908150951685,0.946798312291,0.74226817368,0.74226817368
4.0,0.907661200938,0.946274368319,0.741466951139,0.741466951139
5.0,0.907406139867,0.945967531147,0.741084008817,0.741084008817
6.0,0.907305666497,0.945755678304,0.74099591969,0.74099591969
7.0,0.90731426738,0.945652935421,0.740760603914,0.740760603914
8.0,0.90729743734,0.945625454067,0.740630191781,0.740630191781
9.0,0.907248081091,0.945576337498,0.740435418891,0.740435418891
10.0,0.906889301523,0.945963647095,0.741906876179,0.741906876179
