alpha_nL,diffusion_cosine_similarityitemitemCF_RMSE.ByUser_improvement,diffusion_cosine_similarityitemitemCF_RMSE.ByUser_average,diffusion_cosine_similarityitemitemCF_RMSE.ByRating_improvement,diffusion_cosine_similarityitemitemCF_RMSE.ByRating_average,diffusion_cosine_similarityitemitemCF_MAE.ByUser_improvement,diffusion_cosine_similarityitemitemCF_MAE.ByUser_average,diffusion_cosine_similarityitemitemCF_MAE.ByRating_improvement,diffusion_cosine_similarityitemitemCF_MAE.ByRating_average,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByUser_improvement,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByUser_average,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByRating_improvement,diffusion_norm_cosine_similarityitemitemCF_RMSE.ByRating_average,diffusion_norm_cosine_similarityitemitemCF_MAE.ByUser_improvement,diffusion_norm_cosine_similarityitemitemCF_MAE.ByUser_average,diffusion_norm_cosine_similarityitemitemCF_MAE.ByRating_improvement,diffusion_norm_cosine_similarityitemitemCF_MAE.ByRating_average,regular_cosine_similarity_itemitemCF_RMSE.ByUser_improvement,regular_cosine_similarity_itemitemCF_RMSE.ByUser_average,regular_cosine_similarity_itemitemCF_RMSE.ByRating_improvement,regular_cosine_similarity_itemitemCF_RMSE.ByRating_average,regular_cosine_similarity_itemitemCF_MAE.ByUser_improvement,regular_cosine_similarity_itemitemCF_MAE.ByUser_average,regular_cosine_similarity_itemitemCF_MAE.ByRating_improvement,regular_cosine_similarity_itemitemCF_MAE.ByRating_average
0.5,0.0684675094508,0.887476520961,0.0578050996258,0.925049938037,0.029261282386,0.730360674853,0.0292612823861,0.730360674853,0.114500044361,0.887067713121,0.113808689682,0.924531577223,0.110271778058,0.72976883287,0.110271778058,0.72976883287,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
1.0,-0.00105049610974,0.888093899642,-0.0140575208335,0.925715087653,-0.0675428878318,0.731067901387,-0.0675428878318,0.731067901387,0.19748847321,0.886330705689,0.200032314012,0.923733504313,0.195227507544,0.729148168016,0.195227507545,0.729148168016,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
2.0,-0.104529322167,0.88901287913,-0.127323365437,0.926763459291,-0.149560266682,0.731667099402,-0.149560266682,0.731667099402,0.348590526008,0.884988791673,0.346148358478,0.922381076161,0.322449181147,0.728218718973,0.322449181147,0.728218718973,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
3.0,-0.104801371129,0.889015295155,-0.131576337813,0.926802824164,-0.152749616728,0.731690399979,-0.152749616728,0.731690399979,0.517707098585,0.883486893486,0.513109383199,0.920835710005,0.498921061922,0.7269294605,0.498921061922,0.7269294605,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
4.0,-0.0712065075445,0.888716944355,-0.0991730187734,0.926502903912,-0.134551026843,0.731557445731,-0.134551026843,0.731557445731,0.544603345192,0.88324803207,0.535132942977,0.920631863245,0.536738335875,0.726653177159,0.536738335875,0.726653177159,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
5.0,-0.0489189393378,0.8885190119,-0.0747159882332,0.926276533313,-0.109016602583,0.731370897751,-0.109016602583,0.731370897751,0.644731766865,0.882358807006,0.634961220963,0.919707867705,0.636490985983,0.725924409784,0.636490985983,0.725924409784,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
6.0,-0.0627658001853,0.888641983735,-0.0905328088403,0.926422931428,-0.129823677555,0.731522908925,-0.129823677555,0.731522908925,0.656038187999,0.882258396425,0.651104820609,0.919558444973,0.650227843019,0.725824051816,0.650227843019,0.725824051816,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
7.0,-0.0845825295397,0.888835734742,-0.123786060504,0.926730718528,-0.180097273455,0.731890194972,-0.180097273455,0.731890194972,0.622199641226,0.882558911338,0.615161580459,0.919891130202,0.621294527298,0.726035431228,0.621294527298,0.726035431228,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
8.0,-0.115867702676,0.889113573538,-0.14899548588,0.926964053181,-0.232648064648,0.732274117625,-0.232648064648,0.732274117625,0.59955109214,0.882760049607,0.595534636491,0.920072794246,0.606376901098,0.726144415594,0.606376901098,0.726144415594,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
9.0,-0.208570234932,0.889936850423,-0.231577870729,0.927728423326,-0.336237017731,0.73303091205,-0.336237017731,0.73303091205,0.559046573123,0.883119763991,0.553674766897,0.920460242909,0.565613428217,0.726442223112,0.565613428217,0.726442223112,0.0,0.888084570348,0.0,0.925584973353,0.0,0.730574450306,0.0,0.730574450306
