alpha_nL,diffusion_cosine_similarity_useruserCF_RMSE.ByUser_improvement,diffusion_cosine_similarity_useruserCF_RMSE.ByUser_average,diffusion_cosine_similarity_useruserCF_RMSE.ByRating_improvement,diffusion_cosine_similarity_useruserCF_RMSE.ByRating_average,diffusion_cosine_similarity_useruserCF_MAE.ByUser_improvement,diffusion_cosine_similarity_useruserCF_MAE.ByUser_average,diffusion_cosine_similarity_useruserCF_MAE.ByRating_improvement,diffusion_cosine_similarity_useruserCF_MAE.ByRating_average,diffusion_norm_cosine_similarity_useruserCF_RMSE.ByUser_improvement,diffusion_norm_cosine_similarity_useruserCF_RMSE.ByUser_average,diffusion_norm_cosine_similarity_useruserCF_RMSE.ByRating_improvement,diffusion_norm_cosine_similarity_useruserCF_RMSE.ByRating_average,diffusion_norm_cosine_similarity_useruserCF_MAE.ByUser_improvement,diffusion_norm_cosine_similarity_useruserCF_MAE.ByUser_average,diffusion_norm_cosine_similarity_useruserCF_MAE.ByRating_improvement,diffusion_norm_cosine_similarity_useruserCF_MAE.ByRating_average,regular_cosine_similarity_useruserCF_RMSE.ByUser_improvement,regular_cosine_similarity_useruserCF_RMSE.ByUser_average,regular_cosine_similarity_useruserCF_RMSE.ByRating_improvement,regular_cosine_similarity_useruserCF_RMSE.ByRating_average,regular_cosine_similarity_useruserCF_MAE.ByUser_improvement,regular_cosine_similarity_useruserCF_MAE.ByUser_average,regular_cosine_similarity_useruserCF_MAE.ByRating_improvement,regular_cosine_similarity_useruserCF_MAE.ByRating_average
0.5,-0.380773564508,0.904820706105,-0.469681415593,0.942739152171,-0.58819635229,0.745961779822,-0.58819635229,0.745961779822,-0.307505946321,0.904160280252,-0.394006678868,0.942029071915,-0.533393227176,0.745555360001,-0.533393227176,0.745555360001,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
1.0,-0.442763031679,0.905379472007,-0.519041909544,0.943202317472,-0.649431674789,0.7464159008,-0.649431674789,0.7464159008,-0.26171122016,0.903747491876,-0.347029409118,0.941588269169,-0.484501103859,0.745192776152,-0.484501103859,0.745192776152,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
2.0,-0.429855913914,0.905263128737,-0.512475726133,0.943140704873,-0.61659066772,0.746172351985,-0.61659066772,0.746172351985,-0.227228146716,0.903436665432,-0.317933679027,0.941315254628,-0.450441881013,0.744940193052,-0.450441881013,0.744940193052,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
3.0,-0.462973144879,0.905561643634,-0.548960458958,0.943483052789,-0.655606038711,0.746461689866,-0.655606038711,0.746461689866,-0.184887024409,0.903055007443,-0.279510439879,0.940954717087,-0.417046200848,0.744692530782,-0.417046200848,0.744692530782,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
4.0,-0.448946574671,0.905435209749,-0.536851049937,0.943369426332,-0.633040232339,0.746294341909,-0.633040232339,0.746294341909,-0.186629152063,0.903070710781,-0.282641013345,0.940984092259,-0.396012626986,0.744536545858,-0.396012626986,0.744536545858,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
5.0,-0.479474053338,0.905710380918,-0.561106536717,0.943597023321,-0.677461396494,0.746623769137,-0.677461396494,0.746623769137,-0.19099963972,0.903110105852,-0.286580324323,0.941021056074,-0.405385363004,0.744606054042,-0.405385363004,0.744606054042,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
6.0,-0.477262511356,0.905690446334,-0.552071845955,0.943512247929,-0.6823967738,0.746660369881,-0.6823967738,0.746660369881,-0.222961454554,0.903398205962,-0.311249943302,0.941252538998,-0.43648022126,0.744836653423,-0.436480221261,0.744836653423,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
7.0,-0.525950152484,0.906129311111,-0.603785133082,0.94399749024,-0.736917241897,0.747064693519,-0.736917241897,0.747064693519,-0.234596227856,0.903503080465,-0.303959170809,0.941184127348,-0.451625523575,0.744948970942,-0.451625523575,0.744948970942,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
8.0,-0.53860601059,0.906243389556,-0.610529689149,0.944060776567,-0.74214227458,0.747103442346,-0.74214227458,0.747103442346,-0.237355825499,0.90352795516,-0.308447244246,0.941226240377,-0.462642201502,0.745030670594,-0.462642201502,0.745030670594,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
9.0,-0.567481986241,0.906503674267,-0.632435303522,0.944266323952,-0.764762576877,0.747271194444,-0.764762576877,0.747271194444,-0.263631158833,0.903764797982,-0.335445928606,0.941479577666,-0.499039410845,0.745300592196,-0.499039410845,0.745300592196,0.0,0.901388457147,0.0,0.938331981239,0.0,0.741599717336,0.0,0.741599717336
