alpha_nL,diffusion_distance_similarity_RMSE.ByUser_improvement,diffusion_distance_similarity_RMSE.ByUser_average,diffusion_distance_similarity_RMSE.ByRating_improvement,diffusion_distance_similarity_RMSE.ByRating_average,diffusion_distance_similarity_MAE.ByUser_improvement,diffusion_distance_similarity_MAE.ByUser_average,diffusion_distance_similarity_MAE.ByRating_improvement,diffusion_distance_similarity_MAE.ByRating_average,diffusion_norm_distance_similarity_RMSE.ByUser_improvement,diffusion_norm_distance_similarity_RMSE.ByUser_average,diffusion_norm_distance_similarity_RMSE.ByRating_improvement,diffusion_norm_distance_similarity_RMSE.ByRating_average,diffusion_norm_distance_similarity_MAE.ByUser_improvement,diffusion_norm_distance_similarity_MAE.ByUser_average,diffusion_norm_distance_similarity_MAE.ByRating_improvement,diffusion_norm_distance_similarity_MAE.ByRating_average,regular_distance_similarity_RMSE.ByUser_improvement,regular_distance_similarity_RMSE.ByUser_average,regular_distance_similarity_RMSE.ByRating_improvement,regular_distance_similarity_RMSE.ByRating_average,regular_distance_similarity_MAE.ByUser_improvement,regular_distance_similarity_MAE.ByUser_average,regular_distance_similarity_MAE.ByRating_improvement,regular_distance_similarity_MAE.ByRating_average
0.5,-0.105771060085,0.996602875049,-0.120718101531,1.01159137009,0.0367294721343,0.81860133964,-0.0300430054238,0.799146518437,-0.85297771723,1.00404168996,-0.823325480268,1.01869031599,-0.899803226731,0.826270625747,-0.900846096901,0.806103420963,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
1.0,-0.0209554922456,0.995758493773,-0.0481461176619,1.01085812333,0.0904691481296,0.818161264295,0.046731410835,0.798533162633,-1.35353836877,1.00902502089,-1.33408193025,1.02385085445,-1.3643337418,0.830074675974,-1.45359731498,0.810519386389,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
2.0,0.0235717635029,0.995315202735,0.112696118253,1.00923301894,0.106527407821,0.818029762866,0.256610334965,0.79685642626,-2.02544700218,1.01571420642,-1.96369536669,1.03021229024,-2.04685870844,0.835663887382,-2.12463966804,0.815880387385,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
3.0,0.131414171437,0.994241577782,0.318241555026,1.00715624608,0.314407955834,0.816327424655,0.569035364148,0.794360442385,-2.40187806472,1.01946176538,-2.26014450887,1.03320752838,-2.48239842425,0.83923053134,-2.48971873883,0.818797027822,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
4.0,0.160921940185,0.993947813228,0.376075467901,1.00657190861,0.330887872426,0.816192470269,0.668641830812,0.793564679846,-2.62158987034,1.02164910598,-2.37947919275,1.03441325222,-2.69768645042,0.840993529546,-2.62779425163,0.819900122073,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
5.0,0.221829375047,0.993341449339,0.506523618124,1.00525389746,0.403438588778,0.815598350916,0.813440100641,0.792407877052,-2.66791654639,1.02211031114,-2.39977141751,1.03461827911,-2.80725543849,0.84189079231,-2.673076388,0.820261884005,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
6.0,0.248505513329,0.993075875078,0.583889679863,1.00447221269,0.369438780788,0.815876776064,0.88510742958,0.7918353221,-2.7023525013,1.02245313825,-2.35849338326,1.03420121754,-2.89839790445,0.842637159894,-2.69042537441,0.820400486185,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
7.0,0.238938029471,0.993171124151,0.596413408172,1.00434567649,0.356676120559,0.815981289759,0.920374912895,0.791553567883,-2.78040738659,1.02323021356,-2.37626356317,1.03438076241,-2.97664129091,0.843277896643,-2.70422959994,0.820510769041,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
8.0,0.200907273953,0.993549739289,0.616668652951,1.00414102323,0.324418430082,0.81624544867,0.953811077019,0.791286444193,-2.79363361319,1.02336188724,-2.36716560708,1.03428883924,-2.9391981371,0.842971273864,-2.68113589587,0.820326271937,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
9.0,0.200299416296,0.993555790815,0.654691295708,1.00375685322,0.329422322187,0.816204471691,1.00422828607,0.790883657832,-2.84877510083,1.02391084825,-2.32020510799,1.03381436366,-2.94520197824,0.843020439446,-2.59460212718,0.819634948032,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
10.0,0.208916042475,0.993470008004,0.683747398595,1.00346327859,0.336378604891,0.816147506545,1.01454036705,0.790801273946,-2.79796003502,1.02340495893,-2.224446734,1.03284684818,-2.90742790356,0.842711106748,-2.48700023299,0.818775309502,0.0,0.995549871397,0.0,1.01037166859,0.0,0.818902118065,0.0,0.798906502913
