alpha,RMSE.ByUser,RMSE.ByRating,MAE.ByUser,MAE.ByRating
1.0,0.925807572716,0.965199613943,0.762489431398,0.762489431398
2.0,0.926122565224,0.965584311265,0.7623397597,0.7623397597
3.0,0.927367591794,0.96668121728,0.762742198528,0.762742198528
4.0,0.928219849173,0.967419699925,0.763121352844,0.763121352844
5.0,0.928930157542,0.968121168743,0.76373543956,0.76373543956
6.0,0.929111075571,0.968355059178,0.763764212902,0.763764212902
7.0,0.92962890079,0.968904891266,0.764440237076,0.764440237076
8.0,0.929868466533,0.969145574391,0.764607246135,0.764607246135
9.0,0.930385521353,0.969643084189,0.765100622103,0.765100622103
10.0,0.930662749389,0.969887755731,0.76551484396,0.76551484396
11.0,0.93123739765,0.970402380431,0.766111796823,0.766111796823
12.0,0.931481713603,0.970667605596,0.766471352824,0.766471352824
13.0,0.931732358652,0.970916157645,0.766807568119,0.766807568119
14.0,0.932225651035,0.971371279279,0.767282289475,0.767282289475
15.0,0.932329092076,0.97151573309,0.767511233188,0.767511233188
16.0,0.932820216751,0.97188676481,0.768065255223,0.768065255223
17.0,0.933135292186,0.97220739525,0.768375046697,0.768375046697
